Konten,Judul video,Waktu publikasi video,Durasi,Penayangan tak dilewati,Rata-rata durasi tonton,Persentase penayangan rata-rata (%),Tetap menonton (%),Penonton unik,Penayangan rata-rata per penonton,Penonton baru,Penonton yang kembali,Penonton biasa,Penonton reguler,Diviralkan,Poin hype,Subscriber yang diperoleh,Subscriber yang hilang,Suka,Tidak suka,Suka (vs. tidak suka) (%),Pembagian,Komentar ditambahkan,Pendapatan transaksi (IDR),Transaksi,Pendapatan per transaksi (IDR),YouTube Premium (IDR),Iklan Halaman Tonton (IDR),Estimasi pendapatan DoubleClick (IDR),Estimasi pendapatan AdSense (IDR),Pendapatan iklan YouTube (IDR),Tayangan iklan,CPM berbasis-pemutaran (IDR),CPM (IDR),Estimasi pemutaran yang dimonetisasi,RPM (IDR),Rubi,Klik produk,Tayangan produk,Total penjualan (IDR),Pesanan,Komisi yang disetujui (IDR),Komisi tertunda (IDR),Komisi yang dihapus (IDR),Penayangan YouTube Premium,Waktu tonton YouTube Premium (jam),Waktu tonton playlist (jam),Penayangan dari playlist,Tayangan per playlist dimulai,Jam streaming,Set pengingat,Pesan chat,Reaksi,Perubahan jumlah subscriber per postingan,Jumlah remix,Penayangan remix,Penayangan klip komunitas,Waktu tonton dari klip komunitas (jam),Jumlah klik pada kartu,Klik per kartu yang ditampilkan (%),Kartu ditampilkan,Jumlah klik pada teaser kartu,Teaser kartu ditampilkan,Klik teaser per teaser kartu yang ditampilkan (%),Klik pada elemen layar akhir,Klik per elemen layar akhir yang ditampilkan (%),Elemen layar akhir yang ditampilkan,Penayangan,Waktu tonton (jam),Subscriber,Estimasi pendapatan (IDR),Tayangan,Rasio klik-tayang dari tayangan (%)
Zy-zXpfLlGE,"PRABOWO KIRIM RIBUAN TNI KE PAPUA, SINYAL KERAS HABISI NEGARA PENDUKUNG PAPUA MERDEKA","Dec 16, 2025",481.0,8143.0,0:03:05,38.65,,,,,,,,0.0,0.0,1.0,1.0,164.0,4.0,97.62,7.0,63.0,0.0,0.0,,305.267,45623.702,0.0,45623.702,82952.21,8793.0,10813.741,9433.892,7671.0,5640.303,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,48.0,2.7157,0.1851,2.0,2.0,0.1666,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,77.0,2.24,3434.0,8143.0,420.4642,0.0,45928.969,29072.0,22.25
qvUMDoPkMeE,"MALAYSIA TUDING INDONESIA LANGGAR HAM DI PAPUA, PAPUA SEBUT MALAYSIA “PENJARAH KAYU HUTAN KAMI”","Nov 11, 2025",570.0,8102.0,0:03:26,36.22,,,,,,,,0.0,0.0,2.0,4.0,165.0,2.0,98.8,9.0,257.0,0.0,0.0,,418.016,39398.479,0.0,39398.479,71633.468,7737.0,10654.986,9258.559,6723.0,4914.391,0.0,6.0,115.0,0.0,0.0,0.0,0.0,0.0,51.0,2.7267,,,,0.1917,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8102.0,464.5889,-2.0,39816.496,35652.0,18.53
8QueZRvpNU0,MALAYSIA HEBOH! INDONESIA RAKIT SENJATA PALING MEMATIKAN DI ASIA GANDENG INDIA-RUSIA,"Dec 9, 2025",600.0,8031.0,0:03:33,35.63,,,,,,,,0.0,0.0,1.0,2.0,164.0,1.0,99.39,11.0,21.0,0.0,1.0,0.0,229.15,55946.521,0.0,55946.521,101720.796,9745.0,12150.119,10438.255,8372.0,7373.103,0.0,5.0,115.0,56255.888,1.0,0.0,3037.805,0.0,35.0,2.1654,,,,0.1998,11.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8031.0,476.9352,-1.0,59213.476,28673.0,21.58
Cglo4i6Ulbc,"GIBRAN PAMER QRIS INDONESIA DI DEPAN PEMIMPIN G20, VISA–MASTERCARD SEGERA MUSNAH","Nov 23, 2025",586.0,8027.0,0:03:57,40.48,,,,,,,,0.0,0.0,1.0,2.0,191.0,5.0,97.45,26.0,30.0,0.0,0.0,,567.196,48849.503,0.0,48849.503,88817.128,8747.0,12390.782,10154.01,7168.0,6156.297,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,55.0,3.9193,,,,0.196,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8027.0,528.8787,-1.0,49416.699,42257.0,17.39
5B_5RTB6stc,KETAR-KETIR! MALAYSIA & SINGAPURA PANIK LAUT ARAFURA DISULAP JADI POROS EKSPOR BARU DI INDO-PASIFIK!,"Jun 27, 2025",481.0,8024.0,0:03:12,39.96,,,,,,,,0.0,0.0,7.0,1.0,55.0,2.0,96.49,13.0,8.0,0.0,0.0,,912.217,23154.312,0.0,23154.312,42098.856,5408.0,9458.292,7784.552,4451.0,2999.347,0.0,4.0,118.0,0.0,0.0,0.0,0.0,0.0,104.0,5.5143,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,35.0,1.65,2126.0,8024.0,428.4329,6.0,24066.529,40440.0,16.17
Pf7RfbG2uN8,RIBUAN WARGA SABAH TURUN KE JALAN‼ TERIAKAN PERANG & MERDEKA GUNCANG KOTA KINABALU,"Sep 3, 2025",94.0,7982.0,0:01:20,85.16,83.63,,,,,,,0.0,0.0,5.0,0.0,163.0,22.0,88.11,18.0,5.0,0.0,0.0,,22.011,0.0,0.0,0.0,,,,,,266.702,0.0,6.0,2304.0,0.0,0.0,0.0,0.0,0.0,53.0,0.5883,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,12555.0,178.1199,5.0,2128.782,21271.0,8.14
eiCQCC2-mhE,HEBOH‼ MEDIA ASING RAMAI-RAMAI SEBUT MENKEU RI BERGAYA “COWBOY STYLE” BIKIN DUNIA TERCENGANG,"Sep 16, 2025",690.0,7951.0,0:04:05,35.53,,,,,,,,0.0,0.0,14.0,2.0,175.0,2.0,98.87,16.0,28.0,0.0,0.0,,907.817,34658.91,0.0,34658.91,63016.409,7314.0,10373.071,8615.861,6075.0,4473.25,0.0,4.0,83.0,0.0,0.0,0.0,0.0,0.0,81.0,5.9424,,,,0.2328,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,7951.0,541.4687,12.0,35566.727,42078.0,15.55
a5XJxxj9fzU,"MALAYSIA KETAR-KETIR‼️30 WANITA INDONESIA RESMI JADI PERWIRA TNI, TNI WANITA MALAYSIA SIBUK PAWAI‼️","Oct 25, 2025",556.0,7943.0,0:03:20,36.08,,,,,,,,0.0,0.0,7.0,1.0,128.0,3.0,97.71,5.0,12.0,0.0,0.0,,125.446,18978.323,0.0,18978.323,34505.883,5181.0,7385.677,6660.082,4672.0,2405.097,0.0,3.0,82.0,0.0,0.0,0.0,0.0,0.0,31.0,1.3901,,,,0.1878,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,7943.0,442.597,6.0,19103.769,68060.0,9.39
RdNBNFJtGmM,"KERJA SAMA RI–YUNANI GEMPARKAN ASEAN‼ N219 MSA PUNYA “OTAK BARU”, MALAYSIA AUTO MERIANG","Nov 24, 2025",590.0,7877.0,0:03:37,36.82,,,,,,,,3.0,240.0,3.0,4.0,198.0,2.0,99.0,18.0,25.0,0.0,0.0,,509.758,43283.213,0.0,43283.213,78696.532,8477.0,11240.756,9283.536,7001.0,5559.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,3.6178,,,,0.197,16.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,7877.0,475.3569,-1.0,43792.97,34085.0,19.3
rIFSxYSPI30,"BIKIN PANAS ASEAN‼ MILITER TIMOR LESTE TIBA-TIBA MENINGKAT, ANCAM PERANG TERBUKA TNI INDONESIA⁉","Sep 4, 2025",600.0,7770.0,0:02:59,29.93,,,,,,,,0.0,0.0,6.0,0.0,74.0,10.0,88.1,6.0,58.0,0.0,0.0,,125.825,25961.414,0.0,25961.414,47202.778,5018.0,10686.615,9406.692,4417.0,3357.442,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,20.0,0.8743,,,,0.2012,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,20.0,1.36,1468.0,7770.0,387.6431,6.0,26087.24,42934.0,13.09
T_kkxumDj0Q,"DOLLAR AUTO NYUNGSEP, RI SETOR RP16,6 T KE BANK BRICS, MALAYSIA MALAH JADI BUDAK TRUMP","Dec 5, 2025",125.0,7762.0,0:01:44,83.6,75.48,,,,,,,0.0,0.0,5.0,0.0,338.0,9.0,97.41,14.0,15.0,0.0,0.0,,52.767,0.0,0.0,0.0,,,,,,295.88,0.0,6.0,4240.0,0.0,0.0,0.0,0.0,0.0,96.0,1.8241,,,,,0.0,,,0.0,1.0,1725.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,13674.0,226.4077,5.0,2296.701,15614.0,8.26
oG-_9Ss_mvs,"BIKIN GEGER‼️ SENJATA OPM DIDUGA DISELUNDUPKAN DARI AUSTRALIA, DPR RI ANCAM BONGKAR JARINGAN","Sep 16, 2025",548.0,7666.0,0:03:04,33.65,,,,,,,,0.0,0.0,14.0,2.0,53.0,1.0,98.15,9.0,33.0,0.0,0.0,,114.797,21186.697,0.0,21186.697,38521.314,5738.0,7461.033,6713.369,5163.0,2778.689,0.0,2.0,74.0,0.0,0.0,0.0,0.0,0.0,33.0,1.4147,,,,0.1898,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,7666.0,392.6248,12.0,21301.494,51736.0,12.57
BNuRRKfBofQ,THAILAND SEBUT INDONESIA LEBIH LAYAK JADI PEMIMPIN YANG ADIL DARIPADA MALAYSIA,"Nov 15, 2025",558.0,7653.0,0:03:43,40.02,,,,,,,,0.0,0.0,3.0,2.0,157.0,5.0,96.91,2.0,54.0,0.0,3.0,0.0,411.87,32899.899,0.0,32899.899,59817.92,6551.0,10604.134,9131.113,5641.0,4613.263,0.0,5.0,85.0,36917.861,2.0,2016.868,1993.564,0.0,47.0,3.0895,,,,0.1883,7.0,2.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,7653.0,474.7762,1.0,35305.333,32047.0,20.68
xFBsRGsqysg,FITNAH KEJI! OKNUM JIRAN PELINTIR PIDATO DUBES INGGRIS DEMI PECAH BELAH RI,"Dec 22, 2025",552.0,7629.0,0:03:41,40.16,,,,,,,,0.0,0.0,3.0,0.0,150.0,2.0,98.68,18.0,241.0,0.0,0.0,,418.982,26440.964,0.0,26440.964,48074.527,6620.0,8699.697,7262.013,5526.0,3520.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,3.2109,0.4138,5.0,2.5,0.1864,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,90.0,3.31,2723.0,7629.0,469.7669,3.0,26859.945,45107.0,14.59
HUWxW2kT5CM,"GEMPAR‼ PEKERJA MALAYSIA MALAS, EKONOMI HANCUR SETELAH USIR TKI RI, MALAH DI SERBU BANGLADESH","Sep 11, 2025",875.0,7594.0,0:05:31,37.88,,,,,,,,0.0,0.0,6.0,2.0,146.0,3.0,97.99,4.0,75.0,0.0,0.0,,705.119,31634.747,0.0,31634.747,57517.656,7157.0,10267.343,8036.559,5602.0,4258.597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,4.9683,,,,0.2829,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,7594.0,699.1541,4.0,32339.866,52603.0,11.47
3xcyqbdkkLQ,KARMA SINGAPURA AKIBAT SOMBONG SEBUT NEGARA TERKAYA DI ASEAN KINI WARGANYA BANGKRUT MASSAL,"Nov 27, 2025",600.0,7575.0,0:03:31,35.28,,,,,,,,1.0,80.0,3.0,2.0,144.0,3.0,97.96,15.0,38.0,0.0,0.0,,459.095,40256.731,0.0,40256.731,73194.19,7946.0,10795.603,9211.451,6780.0,5375.037,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,47.0,3.0811,0.0909,1.0,,0.1979,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,7575.0,445.3594,1.0,40715.826,34437.0,18.67
BMR4iuPDDII,MALAYSIA KETAKUTAN DIMUSUHI SATU ASEAN! RUGIKAN SEMUA NEGARA,"Dec 14, 2025",552.0,7568.0,0:04:15,46.34,,,,,,,,0.0,0.0,1.0,1.0,138.0,5.0,96.5,3.0,113.0,0.0,0.0,,479.573,35496.885,0.0,35496.885,64539.706,7905.0,9635.668,8164.416,6698.0,4753.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,3.4539,,,,0.1866,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,114.0,3.26,3497.0,7568.0,537.7595,0.0,35976.458,36052.0,17.66
pxTiXnBsOw8,"ALIANSI MILITER ISLAM TERBESAR SEDANG DISIAPKAN, INDONESIA JADI KUNCI, BISA  HANCURKAN NATO & ISRAEL","Nov 17, 2025",510.0,7568.0,0:03:27,40.67,,,,,,,,0.0,0.0,2.0,1.0,144.0,0.0,100.0,5.0,37.0,0.0,0.0,,251.416,22270.158,0.0,22270.158,40516.316,5639.0,8069.372,7185.018,5021.0,2975.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.6553,,,,0.175,15.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,7568.0,436.0795,1.0,22521.574,48140.0,13.05
iu8-Ed3xV2E,NETIZEN MALAYSIA KLAIM NEGARANYA KAYA RAYA PEMILIK ALAM MELAYU‼️TERNYATA HUTANGNYA TERBANYAK SEASEAN,"Oct 23, 2025",608.0,7565.0,0:04:04,40.25,,,,,,,,0.0,0.0,3.0,2.0,143.0,4.0,97.28,9.0,134.0,0.0,0.0,,469.281,27457.014,0.0,27457.014,49922.052,7291.0,8334.232,6847.079,5990.0,3691.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,3.4231,,,,0.2064,5.0,5.0,1.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,7565.0,514.2994,1.0,27926.294,61994.0,10.34
BErDzQ6PPwY,"MALAYSIA MALAH MAKIN DIINJAK CHINA, TNI PAMER PERANG GERILYA HADAPI ANCAMAN LAUT CHINA SELATAN","Nov 23, 2025",594.0,7549.0,0:03:39,36.88,,,,,,,,0.0,0.0,3.0,3.0,170.0,3.0,98.27,2.0,30.0,0.0,0.0,,448.685,30492.846,0.0,30492.846,55441.386,6348.0,10011.085,8733.678,5538.0,4098.748,0.0,6.0,104.0,0.0,0.0,0.0,0.0,0.0,56.0,3.7037,,,,0.1982,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,7549.0,459.4079,0.0,30941.531,29931.0,20.24
31kCZcbNCPQ,"GEGER‼ SINGAPURA DI AMBANG BANGKRUT, INDONESIA SIAP TARIK DOLAR WNI DI LUAR NEGERI‼","Sep 22, 2025",600.0,7540.0,0:03:30,35.14,,,,,,,,1.0,90.0,4.0,3.0,163.0,2.0,98.79,24.0,32.0,0.0,0.0,,730.958,47975.024,0.0,47975.024,87227.136,7486.0,13513.112,11652.035,6455.0,6459.657,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,73.0,4.9497,,,,0.2079,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,7540.0,441.5438,1.0,48705.982,36542.0,16.33
7GVIqqDZs9s,"DAHSYAT‼ SETELAH GUNCANGKAN KTT ASEAN, PRABOWO BICARA DI KTT APEC KOREA, MALAYSIA AUTO GEMETAR","Nov 1, 2025",536.0,7485.0,0:03:47,42.5,,,,,,,,0.0,0.0,8.0,0.0,137.0,4.0,97.16,6.0,27.0,0.0,0.0,,546.823,28510.797,0.0,28510.797,51837.657,6330.0,9513.242,8189.203,5449.0,3882.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,4.0084,,,,0.1822,14.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,7485.0,473.5909,8.0,29057.62,56958.0,11.31
erT_VDHqrFA,DIJULUKI MALAYDESH KOK MARAH SIH!? PADAHAL MENGHINA INDONESIA SEENAK JIDATNYA!,"Jun 13, 2025",495.0,7467.0,0:02:38,32.06,,,,,,,,0.0,0.0,6.0,0.0,56.0,2.0,96.55,7.0,74.0,0.0,0.0,,1018.868,17752.573,0.0,17752.573,32277.343,3924.0,9695.807,8225.623,3329.0,2513.902,0.0,12.0,551.0,0.0,0.0,0.0,0.0,0.0,144.0,7.2717,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,7467.0,329.1428,6.0,18771.44,43953.0,13.11
Menampilkan 500 hasil teratas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,7025075.0,0:03:46,37.55,81.85,0.0,0.0,0.0,0.0,0.0,0.0,203.0,16140.0,7603.0,4250.0,101074.0,2705.0,97.39,7931.0,37079.0,82584.027,82.0,1007.122,457789.983,24923323.189,0.0,24923323.189,45349346.149,5539069.0,9650.226,8187.178,4699304.0,3701.551,0.0,3874.0,412241.0,7855529.676,66.0,400887.769,370363.198,-60948.066,58057.0,3699.9618,61.9076,779.0,2.4344,145.5409,4644.0,105.0,159.0,131.0,9.0,3679.0,0.0,0.0,3.0,1.71,175.0,5.0,2789.0,0.18,41389.0,1.89,2185658.0,7281443.0,441612.1605,3353.0,26042983.253,39440560.0,14.1
80km30KmfQQ,"CINDO SURABAYA BIKIN IRI‼️ DI MALAYSIA TAK MAU BAHASA MELAYU, DI INDONESIA MEDOK BAHASA DAERAH","Mar 11, 2026",540.0,166910.0,0:02:21,26.27,,,,,,,,1.0,80.0,87.0,0.0,944.0,19.0,98.03,19.0,245.0,0.0,0.0,,19174.785,597119.224,0.0,597119.224,1085879.056,103184.0,13418.836,10523.715,80922.0,3670.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2809.0,144.406,,,,0.1833,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,166910.0,6577.8695,87.0,616294.008,1728315.0,9.01
uIWz3PG7C7U,"FILIPINA PAMER KERETA API BUATAN RI, AUTO JADI PRIMADONA, JIRAN MULAI KEBAKARAN JENGGOT!","Jan 11, 2026",527.0,165892.0,0:03:48,43.34,,,,,,,,14.0,1120.0,234.0,31.0,2076.0,26.0,98.76,147.0,387.0,0.0,0.0,,31111.736,496786.015,0.0,496786.015,903779.892,101767.0,10563.359,8880.874,85558.0,3183.735,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3641.0,232.2082,1.409,12.0,4.0,0.1797,3.0,2.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1133.0,2.72,41634.0,165892.0,10523.9005,203.0,527897.751,1147832.0,11.67
PNIbEl5676s,"MALAYSIA KENA ""CERAMAH"" WARGANYA SENDIRI: JANGAN HINA INDONESIA!","Dec 23, 2025",712.0,158545.0,0:04:07,34.75,,,,,,,,0.0,0.0,230.0,19.0,1096.0,26.0,97.68,43.0,403.0,0.0,0.0,,11719.71,350701.147,0.0,350701.147,638126.031,87774.0,8791.795,7270.103,72582.0,2287.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1482.0,101.0936,0.1978,1.0,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,158545.0,10897.6704,211.0,362420.856,816184.0,14.96
J3SZJhrioxI,ACEH MENGHINA SUKU JAWA! SULTAN ACEH NGAMUK: JANGAN JUAL NAMA ACEH!,"Dec 30, 2025",600.0,143510.0,0:04:41,46.99,,,,,,,,0.0,0.0,343.0,20.0,1286.0,29.0,97.79,110.0,606.0,0.0,0.0,,3169.875,324307.26,0.0,324307.26,590167.867,104281.0,6475.47,5659.4,91139.0,2284.292,0.0,88.0,2495.0,0.0,0.0,0.0,0.0,0.0,454.0,35.6404,0.2981,2.0,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,508.0,0.89,57306.0,143510.0,11238.2848,323.0,327477.134,1116216.0,11.47
UIR5eI08Gvc,"MALAYSIA-VIETNAM SYOK! SRILANGKA & AFRIKA PAMER BUS CANGGIH RI, BORONG BUS LAKSANA BUATAN INDONESIA","Jan 10, 2026",611.0,132290.0,0:03:52,38.02,,,,,,,,13.0,1040.0,183.0,17.0,1513.0,24.0,98.44,81.0,182.0,0.0,0.0,,8673.317,366697.77,0.0,366697.77,667189.177,90213.0,8781.578,7395.71,75976.0,2838.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.0,68.5009,,,,0.203,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1402.0,3.63,38581.0,132290.0,8536.1653,166.0,375371.086,806481.0,14.12
yX86DBCajnE,GEGER! PO BUS INDIA BANGGA PAMERKAN BUS KARYA KAROSERI ADIPUTRO MALANG: INI MEWAH SEKALI!,"Jan 28, 2026",497.0,115569.0,0:03:32,42.7,,,,,,,,10.0,800.0,137.0,13.0,1069.0,36.0,96.74,30.0,115.0,0.0,0.0,,8089.369,381862.401,0.0,381862.401,694761.183,88726.0,9328.283,7830.413,74479.0,3376.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1043.0,62.5386,0.079,2.0,1.0,0.1713,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,487.0,1.71,28488.0,115569.0,6812.6701,124.0,389951.771,863713.0,11.5
Rzn2DPJ9jUU,"TIMOR LESTE MENANGIS LIHAT PAPUA! DULU PILIH MERDEKA, SEKARANG IRI LIHAT KEMAJUAN MEGAH NKRI!","Jan 1, 2026",588.0,101805.0,0:04:35,46.86,,,,,,,,0.0,0.0,166.0,28.0,1467.0,24.0,98.39,53.0,337.0,0.0,2.0,0.0,5360.085,249552.808,0.0,249552.808,454045.175,71748.0,7156.516,6328.332,63445.0,2514.513,0.0,186.0,4477.0,20129.395,2.0,1096.788,1086.984,0.0,602.0,46.1934,0.2095,3.0,1.5,0.1964,10.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,795.0,1.36,58448.0,101805.0,7791.3586,138.0,255999.877,817651.0,10.95
FQ-b7lmcAfM,MALAYSIA TERKEJUT! MANUVER SENYAP RI-RUSIA SELAMATKAN BURKINA FASO DARI JAJAHAN PRANCIS & AS!,"Dec 25, 2025",656.0,89044.0,0:04:20,39.78,,,,,,,,0.0,0.0,168.0,20.0,936.0,15.0,98.42,62.0,122.0,0.0,20.0,0.0,6555.905,303053.407,0.0,303053.407,551461.882,82993.0,7673.047,6644.679,71870.0,4124.702,0.0,1062.0,116665.0,1199331.37,19.0,103107.034,64751.511,-7519.569,755.0,53.383,0.0751,2.0,2.0,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,359.0,1.04,34496.0,89044.0,6454.4184,148.0,366841.254,667658.0,11.44
7bW2gQr34v0,"DPR MALAYSIA TAKUT ANCAMAN PERANG INDONESIA, AKUI TNI SEBAGAI MILITER TERKUAT DI ASEAN","Jan 2, 2026",619.0,87699.0,0:04:28,43.33,,,,,,,,0.0,0.0,55.0,16.0,841.0,18.0,97.9,32.0,844.0,0.0,1.0,0.0,2867.787,243778.554,0.0,243778.554,443377.883,65547.0,7702.48,6764.274,57563.0,2844.208,0.0,73.0,1442.0,50673.363,1.0,2758.23,2736.348,0.0,373.0,29.1507,0.3516,4.0,2.0,0.2053,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,675.0,2.34,28893.0,87699.0,6533.8655,39.0,249382.688,532270.0,14.71
5WQZrnmMg78,"INDONESIA JADI PENYELAMAT AFRIKA, RATUSAN SUMUR AIR BERSIH DIBANGUN DI TENGAH KRISIS AIR!","Jan 27, 2026",660.0,74696.0,0:04:01,36.63,,,,,,,,5.0,400.0,200.0,21.0,948.0,15.0,98.44,38.0,67.0,0.0,4.0,0.0,6764.307,258159.302,0.0,258159.302,469732.6,61801.0,9013.905,7600.728,52112.0,3912.875,0.0,59.0,1167.0,211666.922,1.0,25659.321,25717.445,0.0,759.0,51.1352,0.1889,4.0,2.0,0.2164,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,431.0,1.46,29471.0,74696.0,5016.8833,179.0,290641.053,471114.0,12.75
xctxXBaUipo,"INDIA PAMER SLEEPER BUS BUATAN RI, KAROSERI INDONESIA JADI REBUTAN DAN SANJUNGAN DUNIA","Jan 29, 2026",532.0,68054.0,0:02:50,31.99,,,,,,,,2.0,160.0,37.0,3.0,341.0,6.0,98.27,11.0,38.0,0.0,0.0,,16968.715,177868.172,0.0,177868.172,323576.517,32334.0,12903.318,10007.315,25077.0,2858.787,0.0,14.0,292.0,0.0,0.0,0.0,0.0,0.0,1987.0,108.2295,,,,0.181,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,538.0,5.22,10298.0,68054.0,3216.7133,34.0,194836.887,402544.0,11.52
1lFX6oQbHYQ,BEGINI BEDANYA‼ LEBIH ENAK MANA⁉ KETURUNAN INDIA MALAYSIA ATAU KETURUNAN INDIA INDONESIA,"Nov 7, 2025",600.0,67892.0,0:03:32,35.44,,,,,,,,0.0,0.0,30.0,2.0,251.0,5.0,98.05,6.0,59.0,0.0,0.0,,15507.571,187638.577,0.0,187638.577,341378.832,33922.0,13103.245,10063.641,26053.0,2991.511,0.0,5.0,291.0,0.0,0.0,0.0,0.0,0.0,1741.0,113.0019,0.1666,1.0,,,0.0,,,0.0,1.0,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,67892.0,4010.1286,28.0,203146.148,374999.0,13.16
8X2O9CO-sww,PILIH MALAYSIA ATAU INDONESIA!? JAWABAN JUJUR RAKYAT SABAH BIKIN JIRAN KENA MENTAL!,"Dec 24, 2025",540.0,66641.0,0:03:17,36.67,,,,,,,,0.0,0.0,43.0,7.0,281.0,6.0,97.91,27.0,131.0,0.0,0.0,,19855.13,164007.129,0.0,164007.129,298381.104,33240.0,11640.961,8976.568,25632.0,2756.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,130.4508,0.1498,1.0,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,493.0,2.69,18330.0,66641.0,3665.1212,36.0,183862.259,281924.0,15.66
iQscVRYxiLU,"JANGAN MAIN-MAIN! RAFALE RI TIBA BIKIN MALAYSIA KETAKUTAN, MEDIA THAILAND SAMPAI HEBOH!","Jan 15, 2026",517.0,66637.0,0:04:07,47.85,,,,,,,,6.0,480.0,87.0,15.0,1032.0,18.0,98.29,24.0,212.0,0.0,1.0,0.0,3319.205,161016.083,0.0,161016.083,292981.723,46540.0,7052.833,6295.267,41541.0,2479.738,0.0,44.0,920.0,16473.018,1.0,895.112,889.533,0.0,397.0,28.5044,0.976,8.0,2.6667,0.1769,17.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,441.0,1.87,23582.0,66637.0,4578.9841,72.0,165224.822,450587.0,13.16
